loc,ev(g),l,d,i,lOComment,lOBlank,locCodeAndComment
2.0,1.0,0.29,3.5,22.33,0,0,0
39.0,1.0,0.06,16.96,42.65,2,5,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.5,2.0,9.83,0,0,0
46.0,1.0,0.06,15.47,31.07,1,4,0
5.0,1.0,0.0,0.0,0.0,0,0,0
36.0,4.0,0.04,22.31,36.26,0,9,0
6.0,1.0,0.67,1.5,16.84,0,0,0
3.0,1.0,0.67,1.5,7.74,0,0,0
3.0,1.0,0.67,1.5,7.74,0,0,0
8.0,1.0,0.14,7.33,11.71,0,1,0
60.0,5.0,0.03,38.92,48.61,0,19,0
70.0,5.0,0.02,41.5,60.88,0,16,0
93.0,5.0,0.02,53.75,61.07,0,23,0
44.0,7.0,0.02,49.38,20.15,0,6,0
3.0,1.0,0.0,0.0,0.0,0,0,0
2.0,1.0,0.0,0.0,0.0,0,0,0
3.0,1.0,0.0,0.0,0.0,0,0,0
2.0,1.0,0.0,0.0,0.0,0,0,0
3.0,1.0,0.0,0.0,0.0,0,0,0
31.0,1.0,0.0,0.0,0.0,0,0,0
6.0,1.0,0.0,0.0,0.0,0,0,0
34.0,1.0,0.0,0.0,0.0,0,0,0
21.0,1.0,0.0,0.0,0.0,0,0,0
45.0,1.0,0.0,0.0,0.0,0,0,0
6.0,1.0,0.0,0.0,0.0,0,0,0
27.0,1.0,0.0,0.0,0.0,0,0,0
48.0,8.0,0.07,13.56,70.05,3,4,0
6.0,1.0,0.0,0.0,0.0,0,0,0
27.0,1.0,0.1,9.53,29.25,0,3,0
27.0,1.0,0.0,0.0,0.0,0,0,0
37.0,1.0,0.0,0.0,0.0,0,0,0
6.0,1.0,0.0,0.0,0.0,0,0,0
26.0,1.0,0.17,5.91,36.95,0,2,0
15.0,1.0,0.15,6.67,14.28,0,1,0
6.0,1.0,2.0,0.5,9.51,0,0,0
4.0,1.0,1.0,1.0,4.75,0,0,0
9.0,1.0,1.6,0.63,29.72,0,0,0
4.0,1.0,1.0,1.0,4.75,0,0,0
5.0,1.0,2.0,0.5,4.0,0,0,0
2.0,1.0,0.0,0.0,0.0,0,0,0
4.0,1.0,1.0,1.0,4.75,0,0,0
3.0,1.0,0.0,0.0,0.0,0,0,0
3.0,1.0,0.0,0.0,0.0,0,0,0
131.0,1.0,0.04,24.68,87.91,4,10,0
15.0,1.0,0.0,0.0,0.0,0,0,0
20.0,1.0,0.0,0.0,0.0,0,0,0
15.0,1.0,0.15,6.67,14.28,0,1,0
20.0,1.0,0.0,0.0,0.0,0,0,0
15.0,1.0,0.0,0.0,0.0,0,0,0
15.0,1.0,0.15,6.67,14.28,0,1,0
17.0,1.0,0.0,0.0,0.0,0,0,0
9.0,1.0,0.0,0.0,0.0,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
15.0,1.0,0.0,0.0,0.0,0,0,0
15.0,1.0,0.0,0.0,0.0,0,0,0
19.0,1.0,0.0,0.0,0.0,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
15.0,1.0,0.0,0.0,0.0,0,0,0
2.0,1.0,0.4,2.5,6.2,0,0,0
38.0,1.0,0.0,0.0,0.0,0,0,0
44.0,3.0,0.1,10.05,48.51,2,6,0
4.0,1.0,0.67,1.5,5.33,0,0,0
4.0,1.0,0.67,1.5,5.33,0,0,0
4.0,1.0,0.67,1.5,5.33,0,0,0
4.0,1.0,0.67,1.5,5.33,0,0,0
27.0,1.0,0.0,0.0,0.0,0,0,0
6.0,1.0,0.0,0.0,0.0,0,0,0
29.0,1.0,0.13,8.0,37.73,1,4,0
38.0,1.0,0.0,0.0,0.0,0,0,0
23.0,1.0,0.12,8.16,38.72,0,2,0
15.0,1.0,0.15,6.67,14.28,0,1,0
27.0,1.0,0.13,7.75,45.4,0,5,0
26.0,1.0,0.0,0.0,0.0,0,0,0
24.0,1.0,0.0,0.0,0.0,0,0,0
6.0,1.0,0.0,0.0,0.0,0,0,0
23.0,1.0,0.17,6.0,33.67,0,2,0
21.0,1.0,0.13,7.71,33.42,0,2,0
15.0,1.0,0.15,6.67,14.28,0,1,0
26.0,1.0,0.13,7.75,45.4,0,4,0
13.0,1.0,0.0,0.0,0.0,0,0,0
15.0,1.0,0.15,6.67,14.28,0,1,0
4.0,1.0,0.67,1.5,7.74,0,0,0
4.0,1.0,0.67,1.5,7.74,0,0,0
10.0,1.0,0.5,2.0,18.0,2,2,2
3.0,1.0,0.0,0.0,0.0,0,0,0
4.0,1.0,0.5,2.0,7.75,0,0,0
3.0,1.0,0.0,0.0,0.0,0,0,0
7.0,1.0,0.18,5.6,14.08,0,1,0
3.0,1.0,0.0,0.0,0.0,0,0,0
4.0,1.0,0.5,2.0,7.75,0,0,0
3.0,1.0,0.0,0.0,0.0,0,0,0
7.0,1.0,0.18,5.6,14.08,0,1,0
3.0,1.0,0.0,0.0,0.0,0,0,0
3.0,1.0,0.0,0.0,0.0,0,0,0
59.0,1.0,0.07,14.67,49.35,1,3,1
66.0,1.0,0.06,15.83,49.98,4,9,0
26.0,1.0,0.13,8.0,30.75,2,7,0
17.0,3.0,0.13,7.5,15.47,1,1,0
34.0,7.0,0.06,16.73,23.85,0,6,0
25.0,1.0,0.09,11.0,29.72,0,1,0
12.0,1.0,0.24,4.08,15.41,2,2,0
63.0,6.0,0.06,18.0,42.58,2,5,1
17.0,1.0,0.13,7.5,19.46,0,0,0
61.0,6.0,0.06,18.0,42.58,2,5,1
16.0,1.0,0.13,7.5,16.67,0,0,0
19.0,1.0,0.14,7.0,25.31,0,0,0
11.0,1.0,0.27,3.75,13.29,2,2,0
19.0,1.0,0.15,6.5,24.6,0,0,0
19.0,1.0,0.14,7.0,25.31,0,0,0
18.0,1.0,0.14,7.22,22.94,0,0,0
39.0,3.0,0.07,14.74,34.57,3,6,1
60.0,1.0,0.07,14.0,50.98,1,3,0
17.0,3.0,0.13,7.5,15.47,0,2,0
13.0,1.0,0.12,8.1,12.22,0,1,0
13.0,1.0,0.12,8.1,12.22,0,1,0
23.0,4.0,0.06,15.83,15.35,0,1,0
149.0,19.0,0.03,30.36,80.13,9,16,8
25.0,1.0,0.1,9.64,33.76,3,1,0
41.0,3.0,0.1,10.52,49.31,1,2,0
5.0,1.0,1.0,1.0,8.0,0,0,0
3.0,1.0,1.0,1.0,8.0,0,0,0
12.0,1.0,0.42,2.4,13.21,0,0,0
2.0,1.0,1.0,1.0,4.75,0,0,0
2.0,1.0,1.0,1.0,8.0,0,0,0
37.0,3.0,0.09,11.42,41.08,1,2,0
2.0,1.0,1.0,1.0,4.75,0,0,0
2.0,1.0,1.0,1.0,4.75,0,0,0
8.0,1.0,0.4,2.5,14.62,0,0,1
32.0,3.0,0.1,9.92,44.35,1,2,0
2.0,1.0,1.0,1.0,8.0,0,0,0
13.0,1.0,0.42,2.4,13.21,0,1,0
37.0,3.0,0.09,10.61,42.9,1,2,0
2.0,1.0,1.0,1.0,8.0,0,0,0
11.0,1.0,0.4,2.5,10.8,0,1,0
2.0,1.0,1.0,1.0,8.0,0,0,0
33.0,3.0,0.1,9.92,44.35,1,3,0
13.0,1.0,0.42,2.4,13.21,0,1,0
16.0,1.0,0.1,9.75,12.82,0,0,0
2.0,1.0,1.0,1.0,4.75,0,0,0
4.0,1.0,1.0,1.0,4.75,0,0,0
30.0,1.0,0.18,5.6,84.67,1,2,1
4.0,1.0,1.0,1.0,4.75,0,0,0
6.0,1.0,0.4,2.5,12.68,0,0,0
6.0,1.0,0.4,2.5,12.68,0,0,0
62.0,11.0,0.05,21.8,42.96,1,6,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
25.0,1.0,0.1,9.55,26.23,0,1,0
25.0,1.0,0.1,9.55,26.23,0,1,0
25.0,1.0,0.1,9.55,26.23,0,1,0
25.0,1.0,0.1,9.55,26.23,0,1,0
25.0,1.0,0.1,9.55,26.23,0,1,0
1.0,1.0,0.67,1.5,5.33,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
42.0,3.0,0.07,14.58,30.09,0,7,0
49.0,3.0,0.07,14.64,35.31,1,7,0
48.0,3.0,0.06,16.18,31.43,1,6,0
42.0,3.0,0.07,14.21,31.86,0,6,0
1.0,1.0,0.67,1.5,5.33,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
8.0,1.0,0.28,3.6,16.34,0,0,0
136.0,9.0,0.04,24.07,83.27,2,14,2
2.0,1.0,0.4,2.5,7.86,0,0,0
2.0,1.0,0.67,1.5,7.74,0,0,0
123.0,13.0,0.03,35.32,65.48,5,8,1
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
4.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
4.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
59.0,8.0,0.06,16.23,43.32,2,6,0
91.0,10.0,0.05,19.38,56.75,2,7,1
49.0,1.0,0.07,14.78,37.22,2,4,1
77.0,8.0,0.05,19.52,54.82,4,3,0
76.0,8.0,0.06,18.07,57.94,0,5,0
54.0,1.0,0.08,12.06,39.82,8,5,1
57.0,1.0,0.08,13.0,46.95,0,8,0
7.0,1.0,0.3,3.33,11.7,0,0,0
92.0,3.0,0.05,19.59,63.73,5,8,1
63.0,1.0,0.07,14.29,55.45,2,2,0
48.0,1.0,0.07,13.65,42.12,1,2,0
65.0,1.0,0.06,16.04,56.27,1,2,0
18.0,4.0,0.12,8.64,16.4,0,3,0
46.0,1.0,0.09,10.59,39.92,0,6,0
7.0,1.0,0.3,3.33,11.7,0,0,0
43.0,1.0,0.11,9.43,31.91,8,3,0
32.0,1.0,0.14,6.97,119.9,0,2,0
22.0,1.0,0.18,5.7,50.68,0,1,0
15.0,1.0,0.2,5.0,22.4,1,2,0
15.0,1.0,0.2,5.0,22.4,1,2,0
15.0,1.0,0.2,5.0,22.4,1,2,0
57.0,1.0,0.04,27.06,23.87,3,6,1
52.0,1.0,0.04,26.13,23.36,0,4,0
1.0,1.0,0.67,1.5,5.33,0,0,0
4.0,1.0,0.67,1.5,7.74,0,0,0
14.0,1.0,0.29,3.5,15.86,0,1,0
14.0,1.0,0.29,3.5,15.86,0,1,0
13.0,1.0,0.29,3.5,13.32,0,1,0
14.0,1.0,0.29,3.5,15.86,0,1,0
9.0,1.0,0.33,3.0,12.18,0,1,0
23.0,1.0,0.11,9.09,27.54,1,3,0
23.0,1.0,0.1,10.45,26.47,3,0,0
17.0,1.0,0.13,8.0,23.23,1,2,0
31.0,3.0,0.1,10.13,34.66,1,7,0
17.0,1.0,0.13,7.78,20.75,1,3,0
8.0,1.0,0.11,8.75,5.07,0,0,0
5.0,1.0,0.27,3.75,5.99,0,0,0
3.0,1.0,0.0,0.0,0.0,0,0,0
3.0,1.0,0.0,0.0,0.0,0,0,0
3.0,1.0,0.0,0.0,0.0,0,0,0
3.0,1.0,0.0,0.0,0.0,0,0,0
12.0,1.0,0.23,4.38,11.86,1,3,0
3.0,1.0,0.0,0.0,0.0,0,0,0
59.0,7.0,0.05,21.95,46.31,4,5,1
53.0,4.0,0.06,17.25,40.95,2,9,1
28.0,1.0,0.16,6.43,42.22,2,1,0
6.0,1.0,0.4,2.5,10.8,0,0,0
62.0,7.0,0.05,19.44,44.1,3,9,0
6.0,1.0,0.4,2.5,10.8,0,0,0
50.0,3.0,0.08,12.57,73.68,1,3,0
131.0,7.0,0.04,27.12,61.08,8,28,2
2.0,1.0,0.67,1.5,7.74,0,0,0
91.0,4.0,0.06,16.97,65.84,6,13,0
4.0,1.0,0.67,1.5,7.74,0,0,0
49.0,3.0,0.07,14.67,32.95,4,3,0
63.0,1.0,0.09,10.59,46.25,3,10,0
131.0,7.0,0.04,27.12,61.08,8,28,2
21.0,1.0,0.11,9.17,15.71,1,3,0
9.0,1.0,0.4,2.5,10.8,1,2,0
34.0,4.0,0.09,10.73,29.87,0,2,0
6.0,1.0,0.4,2.5,10.8,0,0,0
2.0,1.0,0.67,1.5,7.74,0,0,0
56.0,1.0,0.08,12.16,49.64,2,7,0
17.0,1.0,0.19,5.25,19.03,1,1,0
65.0,7.0,0.05,18.93,39.92,10,4,1
29.0,1.0,0.12,8.64,30.09,1,2,0
10.0,1.0,0.38,2.67,19.93,0,2,0
2.0,1.0,1.0,1.0,4.75,0,0,0
1.0,1.0,0.0,0.0,0.0,0,0,0
4.0,1.0,0.67,1.5,10.34,0,0,0
4.0,1.0,2.0,0.5,4.0,0,0,0
2.0,1.0,1.0,1.0,4.75,0,0,0
2.0,1.0,1.0,1.0,4.75,0,0,0
6.0,1.0,0.67,1.5,16.84,0,0,0
4.0,1.0,2.0,0.5,4.0,0,0,0
4.0,1.0,2.0,0.5,9.51,0,0,0
25.0,1.0,0.12,8.5,17.8,0,3,0
7.0,1.0,0.33,3.0,12.0,0,0,0
2.0,1.0,1.0,1.0,4.75,0,0,0
2.0,1.0,1.0,1.0,4.75,0,0,0
72.0,5.0,0.05,18.94,48.24,2,13,0
45.0,1.0,0.1,10.47,35.95,6,8,2
1.0,1.0,0.67,1.5,5.33,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
7.0,1.0,0.4,2.5,10.8,1,1,0
1.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
41.0,1.0,0.1,9.93,80.38,0,3,0
5.0,1.0,0.4,2.5,12.68,0,0,0
30.0,1.0,0.09,10.63,20.8,5,2,0
53.0,5.0,0.06,15.83,47.68,4,7,0
123.0,9.0,0.03,32.61,68.03,2,11,0
2.0,1.0,0.67,1.5,7.74,0,0,0
6.0,1.0,0.4,2.5,10.8,0,0,0
1.0,1.0,0.0,0.0,0.0,0,0,0
44.0,4.0,0.08,12.57,33.66,2,6,0
13.0,1.0,0.4,2.5,18.6,4,2,0
13.0,1.0,0.4,2.5,18.6,4,2,0
44.0,4.0,0.08,12.57,33.66,2,6,0
6.0,1.0,0.25,4.0,8.72,0,0,0
7.0,1.0,0.67,1.5,7.74,0,0,0
118.0,7.0,0.05,18.98,85.04,2,16,1
65.0,5.0,0.07,15.0,61.43,1,8,1
129.0,16.0,0.04,25.53,81.73,1,13,0
7.0,1.0,0.25,4.0,8.72,0,1,0
44.0,4.0,0.08,12.57,33.66,2,6,0
14.0,1.0,0.4,2.5,18.6,4,3,0
6.0,1.0,0.29,3.5,6.86,2,0,0
2.0,1.0,0.29,3.5,10.44,0,0,0
2.0,1.0,0.5,2.0,5.8,0,0,0
2.0,1.0,0.25,4.0,8.72,0,0,0
58.0,3.0,0.09,10.6,64.62,14,6,0
4.0,1.0,0.67,1.5,7.74,0,0,0
75.0,5.0,0.06,17.14,57.29,5,10,0
95.0,13.0,0.04,24.75,54.04,3,10,0
18.0,1.0,0.14,7.07,18.67,0,2,0
6.0,1.0,0.4,2.5,10.8,0,0,0
2.0,1.0,0.67,1.5,7.74,0,0,0
47.0,6.0,0.05,21.07,34.05,1,5,0
10.0,1.0,0.4,2.5,10.8,2,2,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
27.0,1.0,0.13,7.88,30.12,5,4,0
27.0,1.0,0.13,7.88,30.12,5,4,0
27.0,1.0,0.13,7.77,27.8,5,4,0
36.0,1.0,0.08,12.54,28.45,4,4,0
38.0,4.0,0.07,13.85,23.96,6,3,0
81.0,1.0,0.07,14.32,67.87,8,10,0
26.0,1.0,0.13,8.0,22.41,5,4,0
8.0,1.0,0.22,4.5,6.67,2,0,0
71.0,8.0,0.05,18.3,48.86,0,8,0
70.0,8.0,0.06,16.42,54.12,0,7,0
1.0,1.0,0.67,1.5,7.74,0,0,0
4.0,1.0,0.67,1.5,7.74,0,0,0
1.0,1.0,0.67,1.5,7.74,0,0,0
1.0,1.0,0.67,1.5,7.74,0,0,0
1.0,1.0,0.67,1.5,7.74,0,0,0
4.0,1.0,0.67,1.5,7.74,0,0,0
4.0,1.0,0.67,1.5,7.74,0,0,0
1.0,1.0,0.0,0.0,0.0,0,0,0
4.0,1.0,0.67,1.5,7.74,0,0,0
1.0,1.0,0.0,0.0,0.0,0,0,0
3.0,1.0,0.67,1.5,7.74,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
85.0,6.0,0.04,27.33,45.6,2,9,0
150.0,8.0,0.03,35.08,54.02,13,34,9
148.0,12.0,0.03,37.49,68.05,11,19,0
2.0,1.0,0.67,1.5,5.33,0,0,0
3.0,1.0,0.67,1.5,7.74,0,0,0
155.0,19.0,0.03,31.5,80.48,2,17,0
4.0,1.0,0.67,1.5,7.74,0,0,0
118.0,11.0,0.04,26.55,78.1,3,19,0
108.0,11.0,0.05,21.35,76.67,3,15,0
8.0,1.0,0.11,8.75,5.07,0,0,0
32.0,1.0,0.09,10.64,23.57,8,1,0
3.0,1.0,0.0,0.0,0.0,0,0,0
3.0,1.0,0.0,0.0,0.0,0,0,0
10.0,1.0,0.23,4.38,11.86,1,1,0
3.0,1.0,0.0,0.0,0.0,0,0,0
46.0,1.0,0.13,7.59,66.55,5,5,12
12.0,1.0,0.27,3.75,15.22,4,0,0
15.0,1.0,0.2,5.0,21.32,0,0,0
7.0,1.0,0.4,2.5,10.8,1,0,0
7.0,1.0,0.4,2.5,10.8,1,0,0
11.0,1.0,0.27,3.75,15.22,3,0,0
42.0,5.0,0.05,18.89,26.39,4,5,2
85.0,1.0,0.06,17.14,61.88,17,7,3
11.0,1.0,0.27,3.75,15.22,3,0,0
4.0,1.0,0.33,3.0,9.51,0,0,0
6.0,1.0,0.29,3.5,15.36,0,0,0
3.0,1.0,0.0,0.0,0.0,0,0,0
10.0,1.0,0.28,3.6,15.38,0,0,1
10.0,1.0,0.28,3.6,15.38,0,0,1
19.0,1.0,0.27,3.75,15.22,4,0,0
78.0,1.0,0.06,16.5,49.46,6,6,0
68.0,1.0,0.07,15.29,50.46,3,6,0
61.0,5.0,0.05,18.78,40.5,3,6,0
2.0,1.0,1.0,1.0,4.75,0,0,0
6.0,1.0,0.67,1.5,16.84,1,0,1
25.0,1.0,0.23,4.27,101.6,1,3,3
2.0,1.0,1.0,1.0,4.75,0,0,0
2.0,1.0,1.0,1.0,4.75,0,0,0
3.0,1.0,0.0,0.0,0.0,0,0,0
3.0,1.0,2.0,0.5,4.0,0,0,0
3.0,1.0,0.0,0.0,0.0,0,0,0
18.0,1.0,0.16,6.19,17.18,0,0,0
16.0,1.0,0.16,6.43,15.56,0,0,0
4.0,1.0,0.5,2.0,7.75,0,0,0
48.0,5.0,0.06,18.0,36.96,4,2,4
28.0,1.0,0.12,8.57,35.1,0,2,0
1.0,1.0,0.67,1.5,5.33,0,0,0
28.0,1.0,0.12,8.57,35.65,0,2,0
75.0,1.0,0.07,14.0,60.41,2,9,0
14.0,1.0,0.27,3.75,15.22,3,0,0
8.0,1.0,0.28,3.6,16.34,0,0,0
2.0,1.0,0.4,2.5,7.86,0,0,0
65.0,7.0,0.05,19.98,47.23,6,5,4
54.0,5.0,0.06,17.64,42.76,5,3,3
13.0,1.0,0.15,6.67,16.56,1,1,0
18.0,1.0,0.15,6.86,19.94,0,2,0
5.0,1.0,0.33,3.0,12.18,0,0,0
4.0,1.0,0.33,3.0,9.51,0,0,0
4.0,1.0,0.33,3.0,9.51,0,0,0
5.0,1.0,0.33,3.0,12.18,0,0,0
12.0,1.0,0.17,6.0,22.67,0,1,0
12.0,1.0,0.17,6.0,22.67,0,1,0
46.0,5.0,0.06,17.27,33.81,6,5,2
47.0,5.0,0.06,17.5,34.94,5,6,2
39.0,1.0,0.1,9.92,35.28,4,5,5
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
1.0,1.0,0.0,0.0,0.0,0,0,0
9.0,1.0,0.27,3.75,12.4,0,0,1
9.0,1.0,0.27,3.75,12.4,0,0,1
49.0,3.0,0.07,14.4,55.28,1,6,0
1.0,1.0,0.67,1.5,7.74,0,0,0
1.0,1.0,0.67,1.5,7.74,0,0,0
19.0,1.0,0.15,6.75,25.8,0,2,1
32.0,1.0,0.11,9.34,32.22,4,3,0
15.0,1.0,0.13,8.0,24.31,0,0,0
16.0,1.0,0.13,8.0,24.31,0,0,0
9.0,1.0,0.17,6.0,17.13,0,0,0
16.0,1.0,0.17,5.85,24.69,1,1,0
14.0,1.0,0.18,5.63,18.89,1,2,0
9.0,1.0,0.17,6.0,17.13,0,0,0
6.0,1.0,0.67,1.5,7.74,2,0,0
17.0,1.0,0.13,7.92,29.85,0,0,0
17.0,1.0,0.13,7.92,29.85,0,0,0
15.0,1.0,0.13,8.0,24.31,0,0,0
16.0,1.0,0.13,7.92,29.29,0,0,0
22.0,1.0,0.21,4.67,30.86,3,2,1
50.0,3.0,0.07,13.78,57.62,2,6,0
3.0,1.0,0.0,0.0,0.0,0,0,0
3.0,1.0,0.0,0.0,0.0,0,0,0
36.0,1.0,0.07,13.34,35.6,0,1,0
18.0,1.0,0.12,8.18,25.36,1,1,1
12.0,1.0,0.25,4.0,8.72,3,1,0
25.0,1.0,0.09,11.0,33.72,3,1,0
13.0,1.0,0.18,5.69,21.98,1,2,0
5.0,1.0,1.0,1.0,8.0,0,0,0
3.0,1.0,1.0,1.0,8.0,0,0,0
4.0,1.0,1.0,1.0,4.75,0,0,0
11.0,1.0,0.19,5.25,16.37,0,0,0
45.0,3.0,0.07,14.95,38.72,6,1,1
13.0,1.0,0.14,7.0,11.78,0,0,0
6.0,1.0,0.4,2.5,12.68,0,0,0
16.0,1.0,0.4,2.5,9.6,6,2,0
6.0,1.0,0.4,2.5,12.68,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
42.0,3.0,0.1,10.0,53.98,1,3,0
2.0,1.0,0.67,1.5,7.74,0,0,0
135.0,13.0,0.03,36.77,85.01,2,3,1
4.0,1.0,0.67,1.5,5.33,0,0,0
4.0,1.0,0.67,1.5,5.33,0,0,0
61.0,1.0,0.08,13.0,70.96,1,6,0
25.0,1.0,0.11,9.17,33.33,2,1,0
12.0,1.0,0.22,4.55,31.44,0,0,0
44.0,3.0,0.08,13.22,37.44,1,4,0
4.0,1.0,0.67,1.5,7.74,0,0,0
11.0,1.0,0.33,3.0,12.18,0,1,0
57.0,1.0,0.07,14.76,40.61,1,4,0
39.0,7.0,0.05,21.6,32.79,0,1,0
4.0,1.0,0.67,1.5,7.74,0,0,0
1.0,1.0,0.0,0.0,0.0,0,0,0
4.0,1.0,0.5,2.0,5.8,0,0,0
7.0,1.0,0.42,2.4,21.25,0,0,0
7.0,1.0,0.2,5.0,4.14,0,0,0
4.0,1.0,0.0,0.0,0.0,1,0,0
3.0,1.0,0.0,0.0,0.0,0,0,0
4.0,1.0,0.5,2.0,5.8,0,0,0
6.0,1.0,0.19,5.25,11.86,0,0,1
5.0,1.0,0.22,4.5,8.0,0,0,0
20.0,1.0,0.1,10.0,20.81,0,2,0
5.0,1.0,0.4,2.5,7.86,0,0,0
14.0,1.0,0.38,2.67,16.84,3,4,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,7.74,0,0,0
18.0,1.0,0.12,8.25,24.67,0,1,0
2.0,1.0,0.2,5.0,3.62,0,0,0
2.0,1.0,0.67,1.5,7.74,0,0,0
9.0,1.0,0.34,2.92,16.61,0,1,0
5.0,1.0,0.33,3.0,14.4,0,0,0
2.0,1.0,0.67,1.5,7.74,0,0,0
16.0,1.0,0.11,9.0,11.29,0,1,0
17.0,1.0,0.13,7.86,15.92,0,1,0
2.0,1.0,0.5,2.0,5.8,0,0,0
10.0,1.0,0.15,6.75,10.42,0,0,0
4.0,1.0,0.0,0.0,0.0,0,0,0
2.0,1.0,0.0,0.0,0.0,0,0,0
4.0,1.0,1.0,1.0,4.75,0,0,0
4.0,1.0,1.0,1.0,4.75,0,0,0
2.0,1.0,1.0,1.0,4.75,0,0,0
1.0,1.0,0.0,0.0,0.0,0,0,0
4.0,1.0,0.67,1.5,6.67,0,0,0
3.0,1.0,0.67,1.5,6.67,0,0,0
2.0,1.0,1.0,1.0,20.68,0,0,0
1.0,1.0,0.0,0.0,0.0,0,0,0
1.0,1.0,0.0,0.0,0.0,0,0,0
4.0,1.0,0.0,0.0,0.0,1,0,0
3.0,1.0,0.0,0.0,0.0,0,0,0
2.0,1.0,1.0,1.0,4.75,0,0,0
4.0,1.0,1.0,1.0,4.75,0,0,0
1.0,1.0,0.0,0.0,0.0,0,0,0
2.0,1.0,1.0,1.0,4.75,0,0,0
4.0,1.0,1.0,1.0,4.75,0,0,0
5.0,1.0,0.4,2.5,14.4,0,0,0
6.0,1.0,0.4,2.5,14.4,0,0,0
6.0,1.0,0.67,1.5,7.74,0,1,0
3.0,1.0,1.0,1.0,8.0,0,0,0
4.0,1.0,1.0,1.0,8.0,0,0,0
4.0,1.0,1.0,1.0,4.75,0,0,0
11.0,1.0,0.34,2.92,15.42,0,0,0
2.0,1.0,1.0,1.0,4.75,0,0,0
4.0,1.0,1.0,1.0,4.75,0,0,0
48.0,6.0,0.07,14.91,41.57,1,3,0
3.0,1.0,1.0,1.0,8.0,0,0,0
11.0,1.0,0.25,3.94,24.81,0,0,0
4.0,1.0,1.0,1.0,4.75,0,0,0
5.0,1.0,0.5,2.0,9.83,0,0,0
1.0,1.0,0.67,1.5,7.74,0,0,0
4.0,1.0,1.0,1.0,4.75,0,0,0
4.0,1.0,1.0,1.0,8.0,0,0,0
14.0,1.0,1.0,1.0,91.38,0,0,0
10.0,1.0,0.14,7.2,35.66,0,0,0
15.0,1.0,0.11,8.8,20.46,0,0,0
12.0,1.0,0.11,9.5,19.25,0,0,0
5.0,1.0,0.4,2.5,9.6,0,0,0
7.0,1.0,0.17,6.0,4.21,0,0,0
7.0,1.0,0.24,4.2,12.8,0,0,0
6.0,1.0,0.4,2.5,12.68,0,0,0
6.0,1.0,0.4,2.5,12.68,0,0,0
9.0,1.0,0.16,6.19,19.16,0,1,0
2.0,1.0,0.5,2.0,5.8,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
1.0,1.0,0.67,1.5,16.84,0,0,0
